Step: preprocess | Tue Nov 25 12:34:36 2025 | Splitting nodes chr1
Step: preprocess | Tue Nov 25 12:59:52 2025 | Splitting G1A485_pooled_allRes chr2
Step: preprocess | Tue Nov 25 13:01:08 2025 | Splitting nodes chr3
Step: preprocess | Tue Nov 25 13:01:09 2025 | Splitting G1DMSO_pooled_allRes chr3
Step: preprocess | Tue Nov 25 13:02:15 2025 | Splitting G1A485_pooled_allRes chr3
Step: preprocess | Tue Nov 25 13:03:34 2025 | Splitting nodes chr4
Step: preprocess | Tue Nov 25 13:03:35 2025 | Splitting G1DMSO_pooled_allRes chr4
Step: preprocess | Tue Nov 25 13:04:51 2025 | Splitting G1A485_pooled_allRes chr4
Step: preprocess | Tue Nov 25 13:06:11 2025 | Splitting nodes chr5
Step: preprocess | Tue Nov 25 13:06:11 2025 | Splitting G1DMSO_pooled_allRes chr5
Step: preprocess | Tue Nov 25 13:07:25 2025 | Splitting G1A485_pooled_allRes chr5
Step: preprocess | Tue Nov 25 13:08:42 2025 | Splitting nodes chr6
Step: preprocess | Tue Nov 25 13:08:43 2025 | Splitting G1DMSO_pooled_allRes chr6
Step: preprocess | Tue Nov 25 13:10:00 2025 | Splitting G1A485_pooled_allRes chr6
Step: preprocess | Tue Nov 25 13:11:20 2025 | Splitting nodes chr7
Step: preprocess | Tue Nov 25 13:11:21 2025 | Splitting G1DMSO_pooled_allRes chr7
Step: preprocess | Tue Nov 25 13:12:35 2025 | Splitting G1A485_pooled_allRes chr7
Step: preprocess | Tue Nov 25 13:13:56 2025 | Splitting nodes chr8
Step: preprocess | Tue Nov 25 13:13:56 2025 | Splitting G1DMSO_pooled_allRes chr8
Step: preprocess | Tue Nov 25 13:15:01 2025 | Splitting G1A485_pooled_allRes chr8
Step: preprocess | Tue Nov 25 13:16:19 2025 | Splitting nodes chr9
Step: preprocess | Tue Nov 25 13:16:20 2025 | Splitting G1DMSO_pooled_allRes chr9
Step: preprocess | Tue Nov 25 13:17:33 2025 | Splitting G1A485_pooled_allRes chr9
Step: preprocess | Tue Nov 25 13:18:56 2025 | Splitting nodes chrX
Step: preprocess | Tue Nov 25 13:18:56 2025 | Splitting G1DMSO_pooled_allRes chrX
Step: preprocess | Tue Nov 25 13:20:11 2025 | Splitting G1A485_pooled_allRes chrX
Step: preprocess | Tue Nov 25 13:21:30 2025 | Splitting nodes chrY
Step: preprocess | Tue Nov 25 13:21:30 2025 | Splitting G1DMSO_pooled_allRes chrY
Step: preprocess | Tue Nov 25 13:22:38 2025 | Splitting G1A485_pooled_allRes chrY
Step: concordance | Tue Nov 25 13:23:46 2025 | computing concordance between G1DMSO_pooled_allRes and G1A485_pooled_allRes
GenomeDISCO | Tue Nov 25 13:23:47 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:23:47 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr1.gz
GenomeDISCO | Tue Nov 25 13:23:47 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:23:47 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr1.gz
GenomeDISCO | Tue Nov 25 13:24:03 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr1.gz
GenomeDISCO | Tue Nov 25 13:24:20 2025 | Subsampling depth = 52790680.0
GenomeDISCO | Tue Nov 25 13:24:37 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:24:38 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:24:38 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:24:39 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:27:18 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:30:31 2025 | done t=3 | score=0.893
GenomeDISCO | Tue Nov 25 13:30:35 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:30:35 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr10.gz
GenomeDISCO | Tue Nov 25 13:30:35 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:30:35 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr10.gz
GenomeDISCO | Tue Nov 25 13:30:43 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr10.gz
GenomeDISCO | Tue Nov 25 13:30:52 2025 | Subsampling depth = 34576535.0
GenomeDISCO | Tue Nov 25 13:31:00 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:31:01 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:31:01 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:31:01 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:32:04 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:33:11 2025 | done t=3 | score=0.888
GenomeDISCO | Tue Nov 25 13:33:14 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:33:14 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr11.gz
GenomeDISCO | Tue Nov 25 13:33:14 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:33:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr11.gz
GenomeDISCO | Tue Nov 25 13:33:22 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr11.gz
GenomeDISCO | Tue Nov 25 13:33:30 2025 | Subsampling depth = 61123894.0
GenomeDISCO | Tue Nov 25 13:33:38 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:33:39 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:33:39 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:33:39 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:34:36 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:35:34 2025 | done t=3 | score=0.889
GenomeDISCO | Tue Nov 25 13:35:36 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:35:36 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr12.gz
GenomeDISCO | Tue Nov 25 13:35:36 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:35:36 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr12.gz
GenomeDISCO | Tue Nov 25 13:35:43 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr12.gz
GenomeDISCO | Tue Nov 25 13:35:50 2025 | Subsampling depth = 28873912.0
GenomeDISCO | Tue Nov 25 13:35:58 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:35:58 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:35:58 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:35:59 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:36:45 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:37:35 2025 | done t=3 | score=0.892
GenomeDISCO | Tue Nov 25 13:37:37 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:37:37 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr13.gz
GenomeDISCO | Tue Nov 25 13:37:37 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:37:37 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr13.gz
GenomeDISCO | Tue Nov 25 13:37:44 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr13.gz
GenomeDISCO | Tue Nov 25 13:37:52 2025 | Subsampling depth = 29747492.0
GenomeDISCO | Tue Nov 25 13:37:59 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:38:00 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:38:00 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:38:00 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:38:48 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:39:39 2025 | done t=3 | score=0.887
GenomeDISCO | Tue Nov 25 13:39:41 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:39:41 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr14.gz
GenomeDISCO | Tue Nov 25 13:39:42 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:39:42 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr14.gz
GenomeDISCO | Tue Nov 25 13:39:48 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr14.gz
GenomeDISCO | Tue Nov 25 13:39:56 2025 | Subsampling depth = 28351294.0
GenomeDISCO | Tue Nov 25 13:40:03 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:40:03 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:40:03 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:40:04 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:40:49 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:41:42 2025 | done t=3 | score=0.877
GenomeDISCO | Tue Nov 25 13:41:44 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:41:44 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr15.gz
GenomeDISCO | Tue Nov 25 13:41:44 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:41:44 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr15.gz
GenomeDISCO | Tue Nov 25 13:41:50 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr15.gz
GenomeDISCO | Tue Nov 25 13:41:56 2025 | Subsampling depth = 26155439.0
GenomeDISCO | Tue Nov 25 13:42:02 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:42:03 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:42:03 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:42:03 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:42:36 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:43:10 2025 | done t=3 | score=0.892
GenomeDISCO | Tue Nov 25 13:43:12 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:43:12 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr16.gz
GenomeDISCO | Tue Nov 25 13:43:13 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:43:13 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr16.gz
GenomeDISCO | Tue Nov 25 13:43:18 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr16.gz
GenomeDISCO | Tue Nov 25 13:43:23 2025 | Subsampling depth = 23822379.0
GenomeDISCO | Tue Nov 25 13:43:28 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:43:29 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:43:29 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:43:29 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:43:58 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:44:27 2025 | done t=3 | score=0.897
GenomeDISCO | Tue Nov 25 13:44:30 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:44:30 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr17.gz
GenomeDISCO | Tue Nov 25 13:44:30 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:44:30 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr17.gz
GenomeDISCO | Tue Nov 25 13:44:34 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr17.gz
GenomeDISCO | Tue Nov 25 13:44:39 2025 | Subsampling depth = 24070127.0
GenomeDISCO | Tue Nov 25 13:44:44 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:44:44 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:44:44 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:44:44 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:45:09 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:45:34 2025 | done t=3 | score=0.880
GenomeDISCO | Tue Nov 25 13:45:36 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:45:36 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr18.gz
GenomeDISCO | Tue Nov 25 13:45:36 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:45:36 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr18.gz
GenomeDISCO | Tue Nov 25 13:45:41 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr18.gz
GenomeDISCO | Tue Nov 25 13:45:45 2025 | Subsampling depth = 23350703.0
GenomeDISCO | Tue Nov 25 13:45:50 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:45:50 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:45:50 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:45:50 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:46:15 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:46:37 2025 | done t=3 | score=0.884
GenomeDISCO | Tue Nov 25 13:46:39 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:46:39 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr19.gz
GenomeDISCO | Tue Nov 25 13:46:39 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:46:39 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr19.gz
GenomeDISCO | Tue Nov 25 13:46:41 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr19.gz
GenomeDISCO | Tue Nov 25 13:46:43 2025 | Subsampling depth = 14927762.0
GenomeDISCO | Tue Nov 25 13:46:45 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:46:45 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:46:45 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:46:45 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:46:51 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:46:58 2025 | done t=3 | score=0.874
GenomeDISCO | Tue Nov 25 13:46:59 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:46:59 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr2.gz
GenomeDISCO | Tue Nov 25 13:47:00 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:47:00 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr2.gz
GenomeDISCO | Tue Nov 25 13:47:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr2.gz
GenomeDISCO | Tue Nov 25 13:47:29 2025 | Subsampling depth = 53593964.0
GenomeDISCO | Tue Nov 25 13:47:44 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:47:46 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:47:46 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:47:46 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:49:57 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:52:29 2025 | done t=3 | score=0.891
GenomeDISCO | Tue Nov 25 13:52:32 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:52:32 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr3.gz
GenomeDISCO | Tue Nov 25 13:52:33 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:52:33 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr3.gz
GenomeDISCO | Tue Nov 25 13:52:44 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr3.gz
GenomeDISCO | Tue Nov 25 13:52:55 2025 | Subsampling depth = 41801951.0
GenomeDISCO | Tue Nov 25 13:53:08 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:53:09 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:53:09 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:53:09 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:54:40 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:56:26 2025 | done t=3 | score=0.900
GenomeDISCO | Tue Nov 25 13:56:29 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:56:29 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr4.gz
GenomeDISCO | Tue Nov 25 13:56:30 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:56:30 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr4.gz
GenomeDISCO | Tue Nov 25 13:56:40 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr4.gz
GenomeDISCO | Tue Nov 25 13:56:51 2025 | Subsampling depth = 41089854.0
GenomeDISCO | Tue Nov 25 13:57:02 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:57:03 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:57:03 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:57:04 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:58:25 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:00:01 2025 | done t=3 | score=0.888
GenomeDISCO | Tue Nov 25 14:00:04 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:00:04 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr5.gz
GenomeDISCO | Tue Nov 25 14:00:04 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:00:04 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr5.gz
GenomeDISCO | Tue Nov 25 14:00:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr5.gz
GenomeDISCO | Tue Nov 25 14:00:25 2025 | Subsampling depth = 42015463.0
GenomeDISCO | Tue Nov 25 14:00:36 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:00:37 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:00:37 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:00:37 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:01:56 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 14:03:26 2025 | done t=3 | score=0.895
GenomeDISCO | Tue Nov 25 14:03:29 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 14:03:29 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/nodes/nodes.chr6.gz
GenomeDISCO | Tue Nov 25 14:03:30 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 14:03:30 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr6.gz
GenomeDISCO | Tue Nov 25 14:03:40 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_59/data/edges/G1A485_pooled_allRes/G1A485_pooled_allRes.chr6.gz
GenomeDISCO | Tue Nov 25 14:03:50 2025 | Subsampling depth = 39283779.0
GenomeDISCO | Tue Nov 25 14:04:01 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 14:04:02 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 14:04:02 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 14:04:03 2025 | done t=1 (not included in score calculation)
