Step: preprocess | Tue Nov 25 12:34:36 2025 | Splitting nodes chr1
GenomeDISCO | Tue Nov 25 12:50:14 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 12:50:14 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr1.gz
GenomeDISCO | Tue Nov 25 12:50:14 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 12:50:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr1.gz
GenomeDISCO | Tue Nov 25 12:50:23 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr1.gz
GenomeDISCO | Tue Nov 25 12:50:32 2025 | Subsampling depth = 46086232.0
GenomeDISCO | Tue Nov 25 12:50:40 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 12:50:41 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 12:50:41 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 12:50:42 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:52:32 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:54:48 2025 | done t=3 | score=0.750
GenomeDISCO | Tue Nov 25 12:54:50 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 12:54:50 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr10.gz
GenomeDISCO | Tue Nov 25 12:54:50 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 12:54:50 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr10.gz
GenomeDISCO | Tue Nov 25 12:54:54 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr10.gz
GenomeDISCO | Tue Nov 25 12:54:59 2025 | Subsampling depth = 29297387.0
GenomeDISCO | Tue Nov 25 12:55:03 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 12:55:03 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 12:55:03 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 12:55:04 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:55:45 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:56:27 2025 | done t=3 | score=0.744
GenomeDISCO | Tue Nov 25 12:56:29 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 12:56:29 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr11.gz
GenomeDISCO | Tue Nov 25 12:56:29 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 12:56:29 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr11.gz
GenomeDISCO | Tue Nov 25 12:56:33 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr11.gz
GenomeDISCO | Tue Nov 25 12:56:37 2025 | Subsampling depth = 46408278.0
GenomeDISCO | Tue Nov 25 12:56:41 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 12:56:41 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 12:56:41 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 12:56:41 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:57:17 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:57:54 2025 | done t=3 | score=0.770
GenomeDISCO | Tue Nov 25 12:57:55 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 12:57:55 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr12.gz
GenomeDISCO | Tue Nov 25 12:57:56 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 12:57:56 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr12.gz
GenomeDISCO | Tue Nov 25 12:57:59 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr12.gz
GenomeDISCO | Tue Nov 25 12:58:03 2025 | Subsampling depth = 23784512.0
GenomeDISCO | Tue Nov 25 12:58:06 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 12:58:06 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 12:58:06 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 12:58:07 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:58:35 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:59:07 2025 | done t=3 | score=0.738
GenomeDISCO | Tue Nov 25 12:59:09 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 12:59:09 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr13.gz
GenomeDISCO | Tue Nov 25 12:59:09 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 12:59:09 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr13.gz
GenomeDISCO | Tue Nov 25 12:59:12 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr13.gz
GenomeDISCO | Tue Nov 25 12:59:16 2025 | Subsampling depth = 25214072.0
GenomeDISCO | Tue Nov 25 12:59:20 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 12:59:20 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 12:59:20 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 12:59:20 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 12:59:51 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:00:24 2025 | done t=3 | score=0.729
GenomeDISCO | Tue Nov 25 13:00:26 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:00:26 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr14.gz
GenomeDISCO | Tue Nov 25 13:00:26 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:00:26 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr14.gz
GenomeDISCO | Tue Nov 25 13:00:29 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr14.gz
GenomeDISCO | Tue Nov 25 13:00:33 2025 | Subsampling depth = 24557405.0
GenomeDISCO | Tue Nov 25 13:00:36 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:00:37 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:00:37 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:00:37 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:01:06 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:01:39 2025 | done t=3 | score=0.735
GenomeDISCO | Tue Nov 25 13:01:41 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:01:41 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr15.gz
GenomeDISCO | Tue Nov 25 13:01:41 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:01:41 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr15.gz
GenomeDISCO | Tue Nov 25 13:01:44 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr15.gz
GenomeDISCO | Tue Nov 25 13:01:46 2025 | Subsampling depth = 21291025.0
GenomeDISCO | Tue Nov 25 13:01:49 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:01:50 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:01:50 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:01:50 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:02:09 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:02:29 2025 | done t=3 | score=0.743
GenomeDISCO | Tue Nov 25 13:02:30 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:02:30 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr16.gz
GenomeDISCO | Tue Nov 25 13:02:30 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:02:30 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr16.gz
GenomeDISCO | Tue Nov 25 13:02:33 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr16.gz
GenomeDISCO | Tue Nov 25 13:02:35 2025 | Subsampling depth = 20436153.0
GenomeDISCO | Tue Nov 25 13:02:38 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:02:38 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:02:38 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:02:38 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:02:56 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:03:13 2025 | done t=3 | score=0.741
GenomeDISCO | Tue Nov 25 13:03:14 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:03:14 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr17.gz
GenomeDISCO | Tue Nov 25 13:03:14 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:03:14 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr17.gz
GenomeDISCO | Tue Nov 25 13:03:16 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr17.gz
GenomeDISCO | Tue Nov 25 13:03:19 2025 | Subsampling depth = 19010996.0
GenomeDISCO | Tue Nov 25 13:03:21 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:03:21 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:03:21 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:03:21 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:03:34 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:03:49 2025 | done t=3 | score=0.714
GenomeDISCO | Tue Nov 25 13:03:50 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:03:50 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr18.gz
GenomeDISCO | Tue Nov 25 13:03:50 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:03:50 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr18.gz
GenomeDISCO | Tue Nov 25 13:03:52 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr18.gz
GenomeDISCO | Tue Nov 25 13:03:54 2025 | Subsampling depth = 18948191.0
GenomeDISCO | Tue Nov 25 13:03:57 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:03:57 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:03:57 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:03:57 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:04:10 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:04:23 2025 | done t=3 | score=0.721
GenomeDISCO | Tue Nov 25 13:04:24 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:04:24 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr19.gz
GenomeDISCO | Tue Nov 25 13:04:24 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:04:24 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr19.gz
GenomeDISCO | Tue Nov 25 13:04:25 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr19.gz
GenomeDISCO | Tue Nov 25 13:04:26 2025 | Subsampling depth = 11360547.0
GenomeDISCO | Tue Nov 25 13:04:27 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:04:27 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:04:27 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:04:27 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:04:31 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:04:35 2025 | done t=3 | score=0.731
GenomeDISCO | Tue Nov 25 13:04:36 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:04:36 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr2.gz
GenomeDISCO | Tue Nov 25 13:04:36 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:04:36 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr2.gz
GenomeDISCO | Tue Nov 25 13:04:43 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr2.gz
GenomeDISCO | Tue Nov 25 13:04:51 2025 | Subsampling depth = 44277284.0
GenomeDISCO | Tue Nov 25 13:04:59 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:05:00 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:05:00 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:05:00 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:06:31 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:08:19 2025 | done t=3 | score=0.749
GenomeDISCO | Tue Nov 25 13:08:21 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:08:21 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr3.gz
GenomeDISCO | Tue Nov 25 13:08:21 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:08:21 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr3.gz
GenomeDISCO | Tue Nov 25 13:08:27 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr3.gz
GenomeDISCO | Tue Nov 25 13:08:33 2025 | Subsampling depth = 37857902.0
GenomeDISCO | Tue Nov 25 13:08:39 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:08:40 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:08:40 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:08:40 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:09:45 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:11:01 2025 | done t=3 | score=0.753
GenomeDISCO | Tue Nov 25 13:11:02 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:11:02 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr4.gz
GenomeDISCO | Tue Nov 25 13:11:03 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:11:03 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr4.gz
GenomeDISCO | Tue Nov 25 13:11:08 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr4.gz
GenomeDISCO | Tue Nov 25 13:11:14 2025 | Subsampling depth = 33714507.0
GenomeDISCO | Tue Nov 25 13:11:19 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:11:20 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:11:20 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:11:20 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:12:16 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:13:22 2025 | done t=3 | score=0.738
GenomeDISCO | Tue Nov 25 13:13:24 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:13:24 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr5.gz
GenomeDISCO | Tue Nov 25 13:13:24 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:13:24 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr5.gz
GenomeDISCO | Tue Nov 25 13:13:29 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr5.gz
GenomeDISCO | Tue Nov 25 13:13:35 2025 | Subsampling depth = 33749525.0
GenomeDISCO | Tue Nov 25 13:13:40 2025 | Normalizing with sqrtvc
GenomeDISCO | Tue Nov 25 13:13:40 2025 | Distance dependence analysis
GenomeDISCO | Tue Nov 25 13:13:40 2025 | Computing reproducibility score
GenomeDISCO | Tue Nov 25 13:13:41 2025 | done t=1 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:14:36 2025 | done t=2 (not included in score calculation)
GenomeDISCO | Tue Nov 25 13:15:39 2025 | done t=3 | score=0.752
GenomeDISCO | Tue Nov 25 13:15:41 2025 | :::::::::: Starting reproducibility analysis
GenomeDISCO | Tue Nov 25 13:15:41 2025 | processing: Loading genomic regions from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/nodes/nodes.chr6.gz
GenomeDISCO | Tue Nov 25 13:15:41 2025 | Loading contact maps
GenomeDISCO | Tue Nov 25 13:15:41 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1DMSO_pooled_allRes/G1DMSO_pooled_allRes.chr6.gz
GenomeDISCO | Tue Nov 25 13:15:46 2025 | processing: Loading interaction data from /athena/apostoloulab/scratch/ukl4001/data/GenomeDSICO/comparison_58/data/edges/G1dTAG_pooled_allRes/G1dTAG_pooled_allRes.chr6.gz
GenomeDISCO | Tue Nov 25 13:15:52 2025 | Subsampling depth = 33541728.0
GenomeDISCO | Tue Nov 25 13:15:57 2025 | Normalizing with sqrtvc
